Alkon hinnasto 20.4.2016Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.

Numero	Nimi	Valmistaja	Pullokoko	Hinta	Litrahinta	Uutuus	Hinnastojärjestyskoodi	Tyyppi	Erityisryhmä	Oluttyyppi	Valmistusmaa	Alue	Vuosikerta	Etikettimerkintöjä	Huomautus	Rypäleet	Luonnehdinta	Pakkaustyyppi	Suljentatyyppi	Alkoholi-%	Hapot g/l	Sokeri g/l	Kantavierrep-%	Väri EBC	Katkerot EBU	Energia kcal/100 ml	Valikoima
431608	Fuzion Bonarda Malbec 2014 hanapakkaus	Fuzion Wines	3,00	29,90	9,97		110	punaviinit			Argentiina	Mendoza	2014	Fuzion Wines		Bonarda, Malbec	Keskitäyteläinen , keskitanniininen, karpalohilloinen, kypsän kirsikkainen, mausteinen	hanapakkaus	kartonkipakkaus	13,0	5,4	6				90	vakiovalikoima
469428	Fuzion Cabernet Malbec Organic 2015 hanapakkaus	Familia Zuccardi, Mendoza	3,00	30,90	10,30		110	punaviinit	luomu		Argentiina	Mendoza	2015	Familia Zuccardi, Mendoza		Cabernet Sauvignon, Malbec	Keskitäyteläinen , keskitanniininen, karpalohilloinen, tumman kirsikkainen, mausteinen	hanapakkaus	kartonkipakkaus	13,0	4,5					90	vakiovalikoima
431787	Fuzion Organic Malbec 2015	Fuzion Wines, Mendoza	0,75	8,69	11,45		110	punaviinit	luomu		Argentiina	Mendoza	2015	Fuzion Wines, Mendoza		Malbec	Keskitäyteläinen , keskitanniininen, tumman kirsikkainen, kevyen vadelmainen, mausteinen	pullo	metallinen kierrekapseli	13,0	4,9					80	vakiovalikoima
480007	Kaiken Reserve Malbec 2014	Kaiken, Mendoza	0,75	10,90	14,40		110	punaviinit			Argentiina	Mendoza	2014	Kaiken, Mendoza		Malbec, Cabernet Sauvignon	Täyteläinen , tanniininen, kirsikkahilloinen, mausteinen, vaniljainen, tamminen, lämmin	pullo	metallinen kierrekapseli	14,0	4,9					90	vakiovalikoima
446877	La Celia Pioneer Reserve Merlot 2013	Finca La Celia, Uco Valley	0,75	11,99	15,85		110	punaviinit	eettinen		Argentiina	Mendoza	2013	Finca La Celia, Uco Valley		Merlot	Täyteläinen , keskitanniininen, tumman luumuinen, mustikkainen, mausteinen, kevyen suklainen, tamminen	pullo	metallinen kierrekapseli	14,0	5,2					90	vakiovalikoima
459247	La Celia Pioneer Reserve Pinot Noir 2013	Finca La Celia, Uco Valley	0,75	11,99	15,85		110	punaviinit	eettinen		Argentiina	Mendoza	2013	Finca La Celia, Uco Valley		Pinot Noir	Keskitäyteläinen , keskitanniininen, kirsikkainen, karpaloinen, mausteinen, kevyen tamminen	pullo	metallinen kierrekapseli	13,5	4,6					90	vakiovalikoima
493017	La Chamiza Malbec 2015	Finca La Chamiza, Mendoza	0,75	7,98	10,51		110	punaviinit			Argentiina	Mendoza	2015	Finca La Chamiza, Mendoza		Malbec	Keskitäyteläinen , keskitanniininen, marjainen, luumuinen, kevyen mausteinen, hennon vaniljainen	pullo	metallinen kierrekapseli	13,0	4,9					80	vakiovalikoima
460107	Luigi Bosca Cabernet Franc  2012	Bodega Luigi Bosca, Luján de Cuyo, Mendoza	0,75	17,99	23,85		110	punaviinit			Argentiina	Mendoza	2012	Bodega Luigi Bosca, Luján de Cuyo, Mendoza		Cabernet Franc	Täyteläinen , tanniininen, luumuinen, herukkainen, nahkainen, mausteinen, hennon salmiakkinen, tamminen	pullo	luonnonkorkki	14,0	5,3					90	vakiovalikoima
430377	Luigi Bosca Cabernet Sauvignon 2012	Luigi Bosca, Mendoza	0,75	16,90	22,40		110	punaviinit			Argentiina	Mendoza	2012	Luigi Bosca, Mendoza		Cabernet Sauvignon	Täyteläinen , tanniininen, tumman kirsikkainen, herukkainen, karhunvatukkainen, mausteinen, tamminen, roteva	pullo	luonnonkorkki	14,0	5,3					90	vakiovalikoima
466907	Luigi Bosca Malbec 2012	Bodega Luigi Bosca, DOC Luján de Cuyo	0,75	17,95	23,80		110	punaviinit			Argentiina	Mendoza	2012	Bodega Luigi Bosca, DOC Luján de Cuyo		Malbec	Täyteläinen , tanniininen, tumman kirsikkainen, luumuinen, boysenmarjainen, mausteinen, tamminen, rodukas	pullo	luonnonkorkki	14,0	5,3					90	vakiovalikoima
459657	Nieto Senetiner Malbec 2013	Nieto Senetiner, Mendoza	0,75	10,33	13,64		110	punaviinit			Argentiina	Mendoza	2013	Nieto Senetiner, Mendoza		Malbec	Täyteläinen , keskitanniininen, tumman marjainen, kypsän karpaloinen, mausteinen	pullo	metallinen kierrekapseli	14,5	4,7					90	vakiovalikoima
445147	Norton Barrel Select Cabernet Sauvignon 2014	Bodega Norton, Mendoza	0,75	10,98	14,51		110	punaviinit			Argentiina	Mendoza	2014	Bodega Norton, Mendoza		Cabernet Sauvignon	Täyteläinen , tanniininen, kypsän herukkainen, tumman kirsikkainen, mausteinen	pullo	metallinen kierrekapseli	14,0	5,5					90	vakiovalikoima
464277	Norton Barrel Select Malbec 2014	Bodega Norton, Mendoza	0,75	10,39	13,72		110	punaviinit			Argentiina	Mendoza	2014	Bodega Norton, Mendoza		Malbec	Täyteläinen , keskitanniininen, tumman kirsikkainen, kypsän karpaloinen, mausteinen, kevyen tamminen	pullo	metallinen kierrekapseli	14,0	5,2					90	vakiovalikoima
432417	Norton Privada 2013	Bodega Norton, Mendoza	0,75	19,50	25,87		110	punaviinit			Argentiina	Mendoza	2013	Bodega Norton, Mendoza		Malbec, Cabernet Sauvignon, Merlot	Erittäin täyteläinen , tanniininen, runsaan marjainen, tumman luumuinen, mausteinen, tamminen, lämmin	pullo	luonnonkorkki	14,5	4,7					90	vakiovalikoima
442377	Pascual Toso Cabernet Sauvignon 2014	Pascual Toso, Mendoza	0,75	12,68	16,77		110	punaviinit			Argentiina	Mendoza	2014	Pascual Toso, Mendoza		Cabernet Sauvignon	Täyteläinen , tanniininen, tumman kirsikkainen, boysenmarjahilloinen, mokkainen, mausteinen, lämmin	pullo	metallinen kierrekapseli	14,0	4,5					90	vakiovalikoima
468278	Santa Ana Eco Organic Cabernet Sauvignon Malbec 2015 hanapakkaus	Santa Ana	3,00	28,90	9,63		110	punaviinit	luomu		Argentiina	Mendoza	2015	Santa Ana		Cabernet, Malbec	Keskitäyteläinen , keskitanniininen, kirsikkainen, kypsän karpaloinen, puolukkainen, mausteinen	hanapakkaus	kartonkipakkaus	13,0	5,2					80	vakiovalikoima
489507	Santa Ana Reserve Malbec Shiraz 2014	Santa Ana, Mendoza	0,75	7,98	10,51		110	punaviinit			Argentiina	Mendoza	2014	Santa Ana, Mendoza		Malbec, Shiraz	Täyteläinen , tanniininen, kirsikkainen, mustaherukkainen, mausteinen, kevyen tamminen	pullo	metallinen kierrekapseli	13,5	5,1	4				90	vakiovalikoima
489508	Santa Ana Reserve Malbec Shiraz 2014 hanapakkaus	Santa Ana, Cuyo	3,00	29,90	9,97		110	punaviinit			Argentiina	Mendoza	2014	Santa Ana, Cuyo		Malbec, Shiraz	Täyteläinen , tanniininen, kirsikkainen, mustaherukkainen, mausteinen, kevyen tamminen	hanapakkaus	kartonkipakkaus	13,5	5,1	4				90	vakiovalikoima
458717	Santa Julia Merlot Reserva 2014	Familia Zuccardi, Valle de Uco	0,75	9,99	13,19		110	punaviinit	eettinen		Argentiina	Mendoza	2014	Familia Zuccardi, Valle de Uco		Merlot	Täyteläinen , tanniininen, tumman marjainen, karpaloinen, mausteinen, hennon vaniljainen	pullo	metallinen kierrekapseli	13,5	5,0					90	vakiovalikoima
485958	Santa Julia Organic Malbec 2015 kartonkitölkki	Santa Julia, Mendoza	1,00	9,49	9,49		110	punaviinit	luomu		Argentiina	Mendoza	2015	Santa Julia, Mendoza		Malbec	Keskitäyteläinen , keskitanniininen, kirsikkainen, luumuinen, mausteinen, lämmin	kartonkitölkki	muovisuljin	13,5	4,6					90	vakiovalikoima
444907	Tamari Reserva Cabernet Sauvignon 2013	Tamari, Mendoza	0,75	9,99	13,19		110	punaviinit	eettinen		Argentiina	Mendoza	2013	Tamari, Mendoza		Cabernet Sauvignon	Täyteläinen , tanniininen, tumman luumuinen, kevyen mustaherukkainen, mausteinen, paahteinen	pullo	metallinen kierrekapseli	14,0	5,2					90	vakiovalikoima
006871	Trapiche Cabernet Sauvignon 2015	Trapiche, Mendoza	0,75	7,98	10,51		110	punaviinit			Argentiina	Mendoza	2015	Trapiche, Mendoza		Cabernet Sauvignon	Keskitäyteläinen , keskitanniininen, kypsän karpaloinen, herukkainen, kevyen yrttinen, hennon kukkainen	pullo	metallinen kierrekapseli	13,0	4,8					90	vakiovalikoima
405047	Trapiche Finca Suarez Lastra Malbec 2011	Bodegas Trapiche, La Consulta	0,75	29,90	39,73		110	punaviinit			Argentiina	Mendoza	2011	Bodegas Trapiche, La Consulta		Malbec	Erittäin täyteläinen , tanniininen, mustikkainen, karhunvatukkainen, tumman kirsikkainen, mausteinen, hennon kukkainen, tamminen, roteva, pitkä	pullo	luonnonkorkki	15,0	5,5					100	vakiovalikoima
402088	Trapiche Imago Pinot Noir 2014 kartonkitölkki	Trapiche, Mendoza	1,00	9,99	9,99		110	punaviinit			Argentiina	Mendoza	2014	Trapiche, Mendoza		Pinot Noir	Keskitäyteläinen , keskitanniininen, karpaloinen, puolukkainen, mausteinen	kartonkitölkki	muovisuljin	13,5	5,2					90	vakiovalikoima
452018	Trapiche Malbec 2015 hanapakkaus	Trapiche, Mendoza	3,00	29,20	9,73		110	punaviinit			Argentiina	Mendoza	2015	Trapiche, Mendoza		Malbec	Keskitäyteläinen , keskitanniininen, karpaloinen, vadelmainen, kevyen mausteinen, hennon kukkainen	hanapakkaus	kartonkipakkaus	13,0	4,9					80	vakiovalikoima
437977	Trapiche Malbec Bonarda Oak Cask 2014	Trapiche, Mendoza	0,75	9,78	12,91		110	punaviinit			Argentiina	Mendoza	2014	Trapiche, Mendoza		Malbec, Bonarda	Täyteläinen , keskitanniininen, kypsän marjainen, tumman kirsikkainen, mausteinen	pullo	metallinen kierrekapseli	13,5	5,0					90	vakiovalikoima
412307	Trapiche Pinot Noir Oak Cask 2014	Trapiche, Mendoza	0,75	9,99	13,19		110	punaviinit			Argentiina	Mendoza	2014	Trapiche, Mendoza		Pinot Noir	Keskitäyteläinen , keskitanniininen, kypsän marjainen, punaherukkainen, hennon yrttinen, tamminen	pullo	metallinen kierrekapseli	14,0	6,2					90	vakiovalikoima
498187	Trivento Amado Sur 2014	Trivento, Mendoza	0,75	9,99	13,19		110	punaviinit			Argentiina	Mendoza	2014	Trivento, Mendoza		Malbec, Bonarda, Syrah	Täyteläinen , tanniininen, tumman kirsikkainen, karhunvatukkainen, mustikkainen, mustapippurinen, tamminen, lämmin	pullo	luonnonkorkki	14,0	5,1					90	vakiovalikoima
006573	Trivento Bonarda 2014	Trivento, Mendoza	0,75	6,99	9,19		110	punaviinit			Argentiina	Mendoza	2014	Trivento, Mendoza		Bonarda	Keskitäyteläinen , keskitanniininen, metsämarjainen, karpalohilloinen, mausteinen, hennon vaniljainen	pullo	metallinen kierrekapseli	12,5	5,3					90	vakiovalikoima
454497	Trivento Reserve Malbec 2015	Trivento, Mendoza	0,75	8,78	11,57		110	punaviinit			Argentiina	Mendoza	2015	Trivento, Mendoza		Malbec	Keskitäyteläinen , keskitanniininen, karhunvatukkainen, kirsikkainen, kypsän karpaloinen, mausteinen	pullo	metallinen kierrekapseli	13,5	4,9					90	vakiovalikoima
485697	Trivento Shiraz Malbec 2015	Trivento, Mendoza	0,75	6,99	9,19		110	punaviinit			Argentiina	Mendoza	2015	Trivento, Mendoza		Shiraz, Malbec	Keskitäyteläinen , keskitanniininen, marjainen, vadelmahilloinen, hennon vaniljainen, mausteinen	pullo	metallinen kierrekapseli	13,0	4,9					90	vakiovalikoima
407277	Trivento Tribu Malbec 2015	Trivento, Mendoza	0,75	6,99	9,19		110	punaviinit			Argentiina	Mendoza	2015	Trivento, Mendoza		Malbec	Keskitäyteläinen , keskitanniininen, kirsikkahilloinen, mustikkainen, kevyen vadelmainen, mausteinen	pullo	metallinen kierrekapseli	12,5	5,2					80	vakiovalikoima
479198	Viento Latino Merlot Malbec 2014 hanapakkaus	Trivento, Mendoza	3,00	25,50	8,50		110	punaviinit			Argentiina	Mendoza	2014	Trivento, Mendoza		Merlot, Malbec	Keskitäyteläinen , keskitanniininen, makean kirsikkainen, karpaloinen, mausteinen, hennon vaniljainen	hanapakkaus	kartonkipakkaus	12,5	4,6					90	vakiovalikoima
476397	Viento Latino Merlot Malbec 2015	Trivento, Mendoza	0,75	6,78	8,91		110	punaviinit			Argentiina	Mendoza	2015	Trivento, Mendoza		Merlot, Malbec	Keskitäyteläinen , keskitanniininen, makean kirsikkainen, karpaloinen, mausteinen, hennon vaniljainen	pullo	metallinen kierrekapseli	12,5	4,6					90	vakiovalikoima
474738	Viña Condor Malbec Shiraz 2014 kartonkitölkki	V.A.L. Wine Agents, Mendoza	1,00	8,49	8,49		110	punaviinit			Argentiina	Mendoza	2014	V.A.L. Wine Agents, Mendoza		Malbec, Syrah	Keskitäyteläinen , keskitanniininen, luumuinen, karpaloinen, paahteinen, mausteinen	kartonkitölkki	muovisuljin	12,5	5,4					80	vakiovalikoima
431567	Zuccardi Q Cabernet Sauvignon 2012	Familia Zuccardi, Valle de Uco	0,75	18,89	25,05		110	punaviinit			Argentiina	Mendoza	2012	Familia Zuccardi, Valle de Uco		Cabernet Sauvignon	Täyteläinen , tanniininen, karhunvatukkainen, herukkainen, kevyen yrttinen, mausteinen, tamminen, runsas	pullo	luonnonkorkki	15,0	5,7					100	vakiovalikoima
427857	Tilimuqui Single Vineyard Cabernet Sauvignon Bonarda 2014	La Riojana, Famatina Valley	0,75	9,99	13,19		110	punaviinit	luomu, eettinen		Argentiina	Muut	2014	La Riojana, Famatina Valley		Cabernet Sauvignon, Bonarda	Täyteläinen , keskitanniininen, karpaloinen, puolukkahilloinen, mausteinen, puinen	pullo	luonnonkorkki	12,5	5,5					80	vakiovalikoima
408317	Trapiche Zaphy Malbec Syrah Cabernet Sauvignon 2013	Trapiche, Cuyo	0,75	9,78	12,91		110	punaviinit	luomu		Argentiina	Muut	2013	Trapiche, Cuyo		Malbec, Syrah, Cabernet	Täyteläinen , keskitanniininen, kypsän kirsikkainen, herukkainen, paahteinen, hennon mausteinen, lämmin	pullo	metallinen kierrekapseli	13,5	5,1					90	vakiovalikoima
413868	Trapiche Zaphy Organic 2015 kartonkitölkki	Trapiche, Cuyo Region	1,00	8,98	8,98		110	punaviinit	luomu		Argentiina	Muut	2015	Trapiche, Cuyo Region		Cabernet Sauvignon, Syrah, Cabernet Franc	Keskitäyteläinen , keskitanniininen, herukkainen, tumman kirsikkainen, mausteinen, kevyen vaniljainen	kartonkitölkki	muovisuljin	13,5	5,4					90	vakiovalikoima
416797	Del Fin del Mundo Pinot Noir Reserva 2012	Bodega del Fin del Mundo, Patagonia	0,75	15,49	20,52		110	punaviinit			Argentiina	Patagonia	2012	Bodega del Fin del Mundo, Patagonia		Pinot Noir	Keskitäyteläinen , keskitanniininen, metsämarjainen, kirsikkainen, mausteinen, hennon kukkainen, kevyen tamminen	pullo	luonnonkorkki	13,0	4,7					80	vakiovalikoima
485797	Amalaya 2012	Hess, Calchaquí Valley	0,75	11,99	15,85		110	punaviinit			Argentiina	Salta	2012	Hess, Calchaquí Valley		Malbec, Cabernet Sauvignon, Syrah, Tannat, Bonarda	Täyteläinen , keskitanniininen, tummakirsikkainen, luumuinen, mausteinen, hennon kukkainen, kevyen tamminen	pullo	metallinen kierrekapseli	14,0	4,9					90	vakiovalikoima
498657	Don David Malbec Reserve 2014	Michel Torino, Cafayate Valley	0,75	11,99	15,85		110	punaviinit			Argentiina	Salta	2014	Michel Torino, Cafayate Valley		Malbec	Täyteläinen , tanniininen, tumman luumuinen, kirsikkahilloinen, tamminen, mausteinen	pullo	luonnonkorkki	14,0	5,1					90	vakiovalikoima
478137	Michel Torino Cuma Organic Malbec 2015	Bodega El Esteco, Cafayate	0,75	8,99	11,85		110	punaviinit	luomu		Argentiina	Salta	2015	Bodega El Esteco, Cafayate		Malbec	Täyteläinen , keskitanniininen, kypsän karpaloinen, mustikkainen, mustaherukkainen, hennon mausteinen	pullo	metallinen kierrekapseli	13,5	5,0					90	vakiovalikoima
447727	Alma Mora Shiraz-Malbec 2015	Finca Las Moras, San Juan	0,75	7,98	10,51		110	punaviinit			Argentiina	San Juan	2015	Finca Las Moras, San Juan		Shiraz, Malbec	Keskitäyteläinen , keskitanniininen, kypsän karpaloinen, karhunvatukkainen, kevyen kukkainen, mausteinen	pullo	metallinen kierrekapseli	13,0	5,0					90	vakiovalikoima
423177	Finca Las Moras Barrel Select Tannat Cabernet Sauvignon Petit Verdot 2014	Finca Las Moras, San Juan	0,75	9,78	12,91		110	punaviinit			Argentiina	San Juan	2014	Finca Las Moras, San Juan		Tannat, Cabernet Sauvignon, Petit Verdot	Täyteläinen , tanniininen, tumman kirsikkainen, karhunvatukkainen, hennon oliivinen, mausteinen, tamminen, lämmin, roteva	pullo	metallinen kierrekapseli	14,0	5,4					90	vakiovalikoima
432277	Finca Las Moras Black Label Malbec 2014	Finca Las Moras , San Juan	0,75	14,49	19,19		110	punaviinit			Argentiina	San Juan	2014	Finca Las Moras , San Juan		Malbec	Täyteläinen , tanniininen, karhunvatukkainen, viikunainen, kevyen suklainen, tamminen, runsas	pullo	luonnonkorkki	14,5	5,3					90	vakiovalikoima
439887	Finca Las Moras Organic Malbec 2015	Finca Las Moras, San Juan	0,75	8,69	11,45		110	punaviinit	luomu		Argentiina	San Juan	2015	Finca Las Moras, San Juan		Malbec, Syrah	Keskitäyteläinen , keskitanniininen, kypsän kirsikkainen, mustikkainen, mausteinen	pullo	metallinen kierrekapseli	13,0	5,1					80	vakiovalikoima
425858	Finca Las Moras Organic Shiraz 2015 hanapakkaus	Finca Las Moras, San Juan	3,00	29,90	9,97		110	punaviinit	luomu		Argentiina	San Juan	2015	Finca Las Moras, San Juan		Shiraz	Keskitäyteläinen , keskitanniininen, kypsän karpaloinen, hapankirsikkainen, mausteinen, kevyen tamminen	hanapakkaus	kartonkipakkaus	13,0	5,5					90	vakiovalikoima
403017	Finca Las Moras Reserva Sangiovese 2014	Finca Las Moras, San Juan	0,75	10,90	14,40		110	punaviinit			Argentiina	San Juan	2014	Finca Las Moras, San Juan		Sangiovese	Täyteläinen , tanniininen, kypsän kirsikkainen, herukkainen, kevyen viikunainen, mausteinen, tamminen	pullo	luonnonkorkki	14,0	5,2					90	vakiovalikoima
469387	Trapiche Zaphy Organic Cabernet Sauvignon Syrah 2015	Trapiche, San Juan	0,75	8,98	11,84		110	punaviinit	luomu		Argentiina	San Juan	2015	Trapiche, San Juan		Cabernet Sauvignon, Syrah	Keskitäyteläinen , tanniininen, kypsän karpaloinen, punaherukkainen, mausteinen, hennon kukkainen	pullo	metallinen kierrekapseli	13,0	4,8					80	vakiovalikoima
449687	Benchmark Cabernet Sauvignon 2014	Grant Burge Wines, South Australia	0,75	10,98	14,51		110	punaviinit			Australia	Etelä-Australia	2014	Grant Burge Wines, South Australia		Cabernet Sauvignon	Täyteläinen , keskitanniininen, mustaherukkainen, kirsikkahilloinen, kevyen eukalyptuksinen, mausteinen	pullo	metallinen kierrekapseli	14,5	5,6	4				90	vakiovalikoima
482977	Gemstone Petit Verdot 2013	Gemtree Wines, McLaren Vale	0,75	12,93	17,11		110	punaviinit	luomu		Australia	Etelä-Australia	2013	Gemtree Wines, McLaren Vale		Petit Verdot	Erittäin täyteläinen , tanniininen, tumman kirsikkainen, boysenmarjainen, luumuinen, mausteinen, tamminen	pullo	metallinen kierrekapseli	14,5	6,0					90	vakiovalikoima
494418	Grand Barossa Shiraz 2013 hanapakkaus	Château Tanunda, Barossa	2,00	28,90	14,45		110	punaviinit			Australia	Etelä-Australia	2013	Château Tanunda, Barossa		Shiraz, Cabernet Sauvignon, Cabernet Franc	Erittäin täyteläinen , keskitanniininen, tumman kirsikkainen, luumuinen, mausteinen, hennon suklainen, tamminen	hanapakkaus	kartonkipakkaus	14,5	6,5					90	vakiovalikoima
402197	Grange  2010	Penfolds, South Australia	0,75	628,10	837,47		110	punaviinit			Australia	Etelä-Australia	2010	Penfolds, South Australia	Pullossa sakkaa		Erittäin täyteläinen , erittäin tanniininen, boysenmarjainen, mustaherukkainen, mustikkainen, tummasuklainen, mausteinen, tamminen, runsas, lämmin, roteva, pitkä	pullo	luonnonkorkki	14,5	6,8					90	erikoisvalikoima
488837	Hand Crafted By Geoff Hardy Shiraz 2014	Geoff Hardy, McLaren Vale	0,75	15,42	20,43		110	punaviinit			Australia	Etelä-Australia	2014	Geoff Hardy, McLaren Vale		Shiraz, Petit Verdot, Cabernet Sauvignon	Erittäin täyteläinen , tanniininen, karhunvatukkainen, tumman kirsikkainen, yrttinen, tamminen, lämmin, pitkä	pullo	metallinen kierrekapseli	14,5	5,9					100	vakiovalikoima
448047	Hewitson Baby Bush Mourvèdre 2014	Hewitson, Barossa Valley	0,75	14,98	19,84		110	punaviinit			Australia	Etelä-Australia	2014	Hewitson, Barossa Valley		Mourvèdre	Täyteläinen , tanniininen, mustaherukkainen, mansikkahilloinen, eukalyptuksinen, mausteinen	pullo	metallinen kierrekapseli	14,0	5,5					90	vakiovalikoima
476347	Hewitson Le Secateur 2014	Hewitson, Barossa Valley	0,75	16,98	22,51		110	punaviinit			Australia	Etelä-Australia	2014	Hewitson, Barossa Valley		Shiraz	Täyteläinen , keskitanniininen, kirsikkahilloinen, tumman luumuinen, kevyen suklainen, mokkainen, hennon mausteinen, aromikas	pullo	metallinen kierrekapseli	14,5	5,3	9				100	vakiovalikoima
469367	Hewitson Miss Harry 2013	Hewitson, Barossa Valley	0,75	13,99	18,52		110	punaviinit			Australia	Etelä-Australia	2013	Hewitson, Barossa Valley		Grenache, Shiraz, Mourvèdre, Cinsault, Carignan	Keskitäyteläinen , keskitanniininen, vadelmainen, kirsikkainen, yrttinen, kevyen tamminen	pullo	metallinen kierrekapseli	14,0	5,1					90	vakiovalikoima
487837	Hugh Hamilton The Villain Cabernet Sauvignon 2014	Hugh Hamilton Wines, McLaren Vale	0,75	20,20	26,80		110	punaviinit			Australia	Etelä-Australia	2014	Hugh Hamilton Wines, McLaren Vale		Cabernet Sauvignon	Täyteläinen , tanniininen, mustaherukkainen, tumman kirsikkainen, kevyen suklainen, mausteinen, tamminen	pullo	metallinen kierrekapseli	14,5	5,7					90	vakiovalikoima
447157	Jim Barry The Lodge Hill Shiraz 2012	Jim Barry Wines, Clare Valley	0,75	17,99	23,85		110	punaviinit			Australia	Etelä-Australia	2012	Jim Barry Wines, Clare Valley		Shiraz	Erittäin täyteläinen , tanniininen, karhunvatukkainen, herukkainen, eukalyptuksinen, mustapippurinen, tamminen, runsas, pitkä	pullo	metallinen kierrekapseli	14,5	5,7					90	vakiovalikoima
459627	Kilikanoon Attunga 1865 Clare Valley Shiraz 2009	Kilikanoon Wines, Clare Valley	0,75	201,20	268,27		110	punaviinit			Australia	Etelä-Australia	2009	Kilikanoon Wines, Clare Valley			Erittäin täyteläinen , tanniininen, herukkainen, boysenmarjainen, maustepippurinen, minttuinen, tamminen, runsas, lämmin, pitkä	pullo	luonnonkorkki	14,5	6,0					90	erikoisvalikoima
425657	McGuigan Bin 3000 Merlot 2014	McGuigan Wines, Limestone Coast	0,75	9,99	13,19		110	punaviinit			Australia	Etelä-Australia	2014	McGuigan Wines, Limestone Coast		Merlot, Petit Verdot	Keskitäyteläinen , keskitanniininen, karpalohilloinen, kirsikkainen, luumuinen, mausteinen	pullo	metallinen kierrekapseli	14,5	5,6	7				100	vakiovalikoima
424537	Penfolds Bin 707 Cabernet Sauvignon 2012	Penfolds, South Australia	0,75	312,20	416,27		110	punaviinit			Australia	Etelä-Australia	2012	Penfolds, South Australia			Erittäin täyteläinen , tanniininen, mustaherukkainen, karhunvatukkahilloinen, mustikkainen, mausteinen, kevyen yrttinen, tamminen, roteva, voimakas	pullo	luonnonkorkki	14,5	7,1					90	erikoisvalikoima
491137	Penfolds Grange  2009	Penfolds, South Australia	0,75	559,00	745,33		110	punaviinit			Australia	Etelä-Australia	2009	Penfolds, South Australia			Erittäin täyteläinen , tanniininen, mustaherukkainen, luumuinen, tumman kirsikkainen, eukalyptuksinen, mausteinen, tamminen, rodukas, pitkä	pullo	luonnonkorkki	14,5	6,7					90	erikoisvalikoima
455607	Penfolds Kalimna Bin 28 Shiraz 2011	Penfolds, South Australia	0,75	24,90	33,07		110	punaviinit			Australia	Etelä-Australia	2011	Penfolds, South Australia		Shiraz	Täyteläinen , tanniininen, karhunvatukkainen, mustaherukkainen, hennon lyijykynäinen, tamminen, pippurinen, lämmin, pitkä	pullo	metallinen kierrekapseli	14,5	6,0					100	vakiovalikoima
006386	Penfolds Koonunga Hill Shiraz Cabernet 2013	Penfolds, South Australia	0,75	13,98	18,51		110	punaviinit			Australia	Etelä-Australia	2013	Penfolds, South Australia		Shiraz, Cabernet Sauvignon	Täyteläinen , tanniininen, karhunvatukkahilloinen, tumman luumuinen, mausteinen, kevyen tamminen, lämmin	pullo	metallinen kierrekapseli	13,5	5,8					90	vakiovalikoima
463864	Penfolds Koonunga Hill Shiraz Cabernet Sauvignon 2011	Penfolds, South Australia	0,38	7,48	19,68		110	punaviinit			Australia	Etelä-Australia	2011	Penfolds, South Australia		Shiraz, Cabernet Sauvignon	Täyteläinen , tanniininen, karhunvatukkahilloinen, tumman luumuinen, mausteinen, kevyen tamminen, lämmin	pullo	metallinen kierrekapseli	13,5	5,8					90	vakiovalikoima
442837	Peter Lehmann Barossa Shiraz 2012	Peter Lehmann, Barossa Valley	0,75	13,98	18,51		110	punaviinit			Australia	Etelä-Australia	2012	Peter Lehmann, Barossa Valley		Shiraz	Täyteläinen , tanniininen, tummakirsikkainen, luumuinen, eukalyptuksinen, tamminen	pullo	metallinen kierrekapseli	14,5	5,6					90	vakiovalikoima
